13052017|152500|-5056|9232|12856N
13052017|152502|-5368|7056|13644N
13052017|152504|-5852|7780|13272N
13052017|152506|-5692|8208|13148N
13052017|152508|-5272|8068|12964N
13052017|152510|-5504|8332|13108N
13052017|152512|-5768|7840|12800N
13052017|152515|-4856|7076|13452N
13052017|152517|-4884|7988|14076N
13052017|152519|-6484|8840|11552N
13052017|152521|-9756|8412|13348N
13052017|152523|-5880|14176|10376N
13052017|152525|-7208|6912|13600N
13052017|152527|-8980|11372|9896N
13052017|152529|-6412|-880|9696N
13052017|152531|-4796|6368|17876N
13052017|152533|-5848|11568|16340N
13052017|152535|-3012|-16252|31672N
13052017|152537|-2176|-6312|15892N
13052017|152539|5116|304|3552N
13052017|152541|-6144|6744|11676N
13052017|152543|-5588|8176|13592N
13052017|152545|-5020|7868|13196N
13052017|152547|-4580|8052|13096N
13052017|152549|-3900|4132|6144N
13052017|152551|-7500|8304|13060N
13052017|152553|-7308|9188|12400N
13052017|152555|-7844|8804|12756N
13052017|152557|-6152|9104|13544N
13052017|152559|-5288|9120|11716N
13052017|152601|-11324|9172|12952N
13052017|152603|-6460|9456|10624N
13052017|152605|-9244|9964|16808N
13052017|152607|-12212|15424|17660N
13052017|152609|-3200|340|9732N
13052017|152611|-7464|10176|12812N
13052017|152613|-5780|4236|9072N
13052017|152615|-3008|2576|9312N
13052017|152618|-6688|8500|12612N
13052017|152620|-6112|8440|12356N
13052017|152622|-6112|8420|12348N
13052017|152624|-6036|7524|12560N
13052017|152626|-8148|9108|16292N
13052017|152628|-6408|8768|11764N
13052017|152630|-6184|8924|11884N
13052017|152632|-5228|7128|13364N
13052017|152634|-6796|8620|12656N
13052017|152636|-6244|9464|12016N
13052017|152638|-6156|9600|12540N
13052017|152640|-6332|9780|12212N
13052017|152642|-6244|9464|11636N
13052017|152644|-8020|8644|12084N
13052017|152646|-6316|8728|11532N
13052017|152648|-5728|6192|12224N
13052017|152650|-5328|5552|11924N
13052017|152652|-6900|7800|13084N
13052017|152654|-5812|8284|14620N
13052017|152656|-4772|8524|14644N
13052017|152658|-7344|6884|21032N
13052017|152700|-5820|4964|11576N
13052017|152702|-5848|5944|14352N
13052017|152704|-6320|7984|12844N
13052017|152706|-5964|6348|15404N
13052017|152708|-6832|6572|13772N
13052017|152710|-6164|6768|12756N
13052017|152712|-6864|6504|12860N
13052017|152714|-5856|10552|7768N
13052017|152716|1380|15148|-3524N
13052017|152718|1764|15184|-7248N
13052017|152720|-10384|12008|-4632N
13052017|152723|-6716|1508|-32768N
13052017|152725|-80|15020|-9880N
13052017|152727|-4|11900|-17284N
13052017|152729|-660|13636|-14752N
13052017|152731|-4268|15012|-7280N
13052017|152733|-3268|14400|-6824N
13052017|152735|-3180|15144|-6220N
13052017|152737|-4172|14156|-7640N
13052017|152739|-3580|12688|-6168N
13052017|152741|-1884|15732|-6332N
13052017|152743|208|13976|-5284N
13052017|152745|2288|14052|-6540N
13052017|152747|920|15260|-6060N
13052017|152749|2920|15084|-6476N
13052017|152751|308|15180|-5324N
13052017|152753|-416|15796|-4588N
13052017|152755|-1160|15792|-2300N
13052017|152757|-3020|12628|-6812N
13052017|152759|-2268|13648|-7448N
13052017|152801|-2436|14396|-6796N
13052017|152803|-3196|15048|-5728N
13052017|152805|-2832|15032|-5648N
13052017|152807|-3232|15064|-5432N
13052017|152809|-3864|14924|-4776N
13052017|152811|-4532|11504|-8180N
13052017|152813|-1628|15388|-5036N
13052017|152815|1096|32284|8212N
13052017|152817|9176|5980|-2076N
13052017|152819|-2192|15976|-2984N
13052017|152821|5040|15188|-3052N
13052017|152823|4652|15348|-3224N
13052017|152825|4684|15156|-2876N
13052017|152828|-8256|15440|-2400N
13052017|152830|-13540|10324|2752N
13052017|152832|2476|8316|-1456N
13052017|152834|-640|13000|-2052N
13052017|152836|-10452|19792|-2340N
13052017|152838|-3496|15572|-4344N
13052017|152840|2060|16904|-2476N
13052017|152842|3400|15372|-2492N
13052017|152844|4768|15224|-2772N
13052017|152846|2780|16288|-2064N
13052017|152848|3364|15856|-1956N
13052017|152850|-3824|17084|-368N
13052017|152852|-1788|21768|2840N
13052017|152854|-2480|14332|-5440N
13052017|152856|4540|15204|-580N
13052017|152858|2128|12268|-1468N
13052017|152900|1924|7472|2256N
13052017|152902|-1332|15732|-3848N
13052017|152904|3904|15424|-2544N
13052017|152907|4252|15964|-1160N
13052017|152909|4316|15748|-1056N
13052017|152911|4836|15480|-1288N
13052017|152913|5060|15060|-1304N
13052017|152915|3888|15444|-2092N
13052017|152917|4224|15796|-1680N
13052017|152919|1876|15608|-3684N
13052017|152921|2476|15944|-2512N
13052017|152923|2832|15976|-1516N
13052017|152925|3408|16400|-1940N
13052017|152927|3224|15512|-3480N
13052017|152929|3912|15348|-4012N
13052017|152931|3620|15332|-4072N
13052017|152933|3204|15632|-4264N
13052017|152935|0|16260|-3556N
13052017|152937|320|15884|-1676N
13052017|152939|3324|15564|-692N
13052017|152941|2236|15988|-932N
13052017|152943|-6380|19872|2632N
13052017|152945|-13188|16316|-616N
13052017|152947|-3460|14640|-4848N
13052017|152949|-2892|12932|-1616N
13052017|152951|-1200|14688|-844N
13052017|152953|2344|16244|-1676N
13052017|152955|360|15696|-1528N
13052017|152957|3540|15776|-572N
13052017|152959|-1136|16296|-1740N
13052017|153001|-3428|15904|-3128N
13052017|153003|-2648|13956|-3440N
13052017|153005|-4040|14216|-268N
13052017|153007|2644|22028|-920N
13052017|153009|-748|14300|-6640N
13052017|153012|-8812|14724|416N
13052017|153014|-6356|16164|3912N
13052017|153016|1996|16916|2032N
13052017|153018|348|17992|-12912N
13052017|153020|288|12724|-12808N
13052017|153022|920|8060|-252N
13052017|153024|4308|19244|-3568N
13052017|153026|-3712|12868|-728N
13052017|153028|-10364|14672|-1236N
13052017|153030|-10056|15868|-2068N
13052017|153032|-900|20092|-1112N
13052017|153034|3896|15380|3140N
13052017|153036|4456|15348|2572N
13052017|153038|2148|15936|2200N
13052017|153040|752|16700|-672N
13052017|153042|748|16220|-1808N
13052017|153044|2256|16136|784N
13052017|153046|2456|16452|564N
13052017|153048|192|15736|1772N
13052017|153050|-164|16532|1184N
13052017|153052|124|17132|1356N
13052017|153054|-704|16056|1636N
13052017|153056|-468|16116|1616N
13052017|153058|-2264|15440|-2552N
13052017|153100|-1256|16088|-2296N
13052017|153102|-2276|16152|-1456N
13052017|153104|-1872|16284|-1292N
13052017|153106|-1884|15636|-1672N
13052017|153108|-752|13464|-1576N
13052017|153110|1964|16132|-1596N
13052017|153112|3700|16076|-1208N
13052017|153114|2704|20632|-11500N
13052017|153117|-17848|30704|-17312N
13052017|153119|-800|-1032|-1868N
13052017|153121|68|17440|-8572N
13052017|153123|1404|16072|1396N
13052017|153125|1460|16316|1496N
13052017|153127|1436|16300|1212N
13052017|153129|1020|16300|1284N
13052017|153131|2056|16492|-1580N
13052017|153133|928|16172|-1680N
13052017|153135|412|16232|-1524N
13052017|153137|-936|16396|-1404N
13052017|153139|768|16448|996N
13052017|153141|-3068|15368|2704N
13052017|153143|-780|15916|752N
13052017|153145|-548|16504|-1812N
13052017|153147|-1044|16280|-1812N
13052017|153149|-988|15916|-1476N
13052017|153151|-1316|16236|-1460N
13052017|153153|-1108|16284|-1384N
13052017|153155|-984|16372|-1268N
13052017|153157|-852|16028|-996N
13052017|153159|60|15992|-260N
13052017|153201|364|16436|-16N
13052017|153203|-112|16500|-420N
13052017|153205|-600|16488|-112N
13052017|153207|-740|16092|-1644N
13052017|153209|-916|16444|-1284N
13052017|153211|580|16344|-1656N
13052017|153213|184|16480|-1164N
13052017|153215|232|15912|-1236N
13052017|153217|172|16360|-948N
13052017|153219|-32|15724|-880N
13052017|153222|796|16416|-1264N
13052017|153224|920|16372|-836N
13052017|153226|-1676|16304|-428N
13052017|153228|-6316|15132|80N
13052017|153230|-4216|15716|848N
13052017|153232|-2932|15520|3472N
13052017|153234|-1976|13452|1640N
13052017|153236|9100|-21392|10404N
13052017|153238|15968|-5004|27164N
13052017|153240|10648|16608|17624N
13052017|153242|4000|12880|7024N
13052017|153244|-3504|15308|6832N
13052017|153246|3212|15860|-292N
13052017|153248|4712|15488|-1260N
13052017|153250|3572|15844|-552N
13052017|153252|2468|16704|-1932N
13052017|153254|792|16444|-428N
13052017|153256|3172|15640|-868N
13052017|153258|4100|15696|-864N
13052017|153300|3160|15540|-1184N
13052017|153302|-1924|16004|368N
13052017|153304|-9700|12552|1804N
13052017|153306|384|17352|44N
13052017|153308|4612|15880|-904N
13052017|153310|4208|15864|-796N
13052017|153312|3744|16164|-192N
13052017|153314|4516|15764|-248N
13052017|153316|4096|15916|-192N
13052017|153318|3968|16064|-280N
13052017|153320|3920|16064|-336N
13052017|153322|3788|16136|-396N
13052017|153324|3776|15488|60N
13052017|153326|4316|15112|8N
13052017|153329|3864|15892|-732N
13052017|153331|976|16928|-484N
13052017|153333|972|16276|-144N
13052017|153335|1280|16448|-580N
13052017|153337|1432|16568|-468N
13052017|153339|2088|16672|-1012N
13052017|153341|3640|15976|-1424N
13052017|153343|3116|15580|-1392N
13052017|153345|3032|15700|-1620N
13052017|153347|2380|16176|-908N
13052017|153349|2380|16156|-1004N
13052017|153351|748|15824|856N
13052017|153353|-8188|24512|2620N
13052017|153355|456|16520|-672N
13052017|153357|2928|15772|-1168N
13052017|153359|-4040|13824|-2088N
13052017|153401|1636|14780|-2740N
13052017|153403|-864|17868|232N
13052017|153405|2552|16280|-1464N
13052017|153407|2544|16052|-816N
13052017|153409|1916|16500|-864N
13052017|153411|2104|15608|-224N
13052017|153413|1872|16568|-560N
13052017|153415|-6448|21324|3532N
13052017|153417|2124|19476|-1352N
13052017|153419|2788|-1052|-4952N
13052017|153422|2676|24356|-7252N
13052017|153424|3868|32767|-32768N
13052017|153426|-2492|9716|2628N
13052017|153428|3936|16108|-792N
13052017|153430|3148|15732|-488N
13052017|153432|-2472|15932|-1320N
13052017|153434|-456|18592|-1628N
13052017|153436|1540|16240|-2016N
13052017|153438|3004|16208|-1400N
13052017|153440|-4644|16052|-1144N
13052017|153442|-1668|15764|-1868N
13052017|153444|6944|18664|-2444N
13052017|153446|-5084|18164|10100N
13052017|153448|868|1528|-1244N
13052017|153450|-3004|-424|-2236N
13052017|153452|10420|32767|-8356N
13052017|153454|32767|-26904|-32768N
