14052017|070000|-6316|15132|80N
14052017|070002|-9244|9964|16808N
14052017|070004|-5728|6192|12224N
14052017|070006|1404|16072|1396N
14052017|070008|-800|-1032|-1868N
14052017|070010|-1108|16284|-1384N
14052017|070012|-5056|9232|12856N
14052017|070014|792|16444|-428N
14052017|070016|0|16260|-3556N
14052017|070018|-3004|-424|-2236N
14052017|070020|-1976|13452|1640N
14052017|070022|208|13976|-5284N
14052017|070024|5116|304|3552N
14052017|070026|-6900|7800|13084N
14052017|070028|-1676|16304|-428N
14052017|070030|2476|8316|-1456N
14052017|070032|-5288|9120|11716N
14052017|070034|184|16480|-1164N
14052017|070036|-5880|14176|10376N
14052017|070038|-7208|6912|13600N
14052017|070040|-864|17868|232N
14052017|070042|2104|15608|-224N
14052017|070044|288|12724|-12808N
14052017|070046|2788|-1052|-4952N
14052017|070048|-600|16488|-112N
14052017|070050|-916|16444|-1284N
14052017|070052|4316|15112|8N
14052017|070054|2380|16176|-908N
14052017|070056|2676|24356|-7252N
14052017|070058|4224|15796|-1680N
14052017|070100|4712|15488|-1260N
14052017|070102|4000|12880|7024N
14052017|070104|-6316|8728|11532N
14052017|070106|-6716|1508|-32768N
14052017|070108|2552|16280|-1464N
14052017|070110|3888|15444|-2092N
14052017|070112|-8980|11372|9896N
14052017|070114|4612|15880|-904N
14052017|070116|2476|15944|-2512N
14052017|070118|-4040|13824|-2088N
14052017|070120|-10384|12008|-4632N
14052017|070122|4308|19244|-3568N
14052017|070124|-600|16488|-112N
14052017|070126|-3712|12868|-728N
14052017|070128|-3232|15064|-5432N
14052017|070130|-864|17868|232N
14052017|070132|-936|16396|-1404N
14052017|070134|-6900|7800|13084N
14052017|070136|3912|15348|-4012N
14052017|070138|-1256|16088|-2296N
14052017|070140|-456|18592|-1628N
14052017|070142|1280|16448|-580N
14052017|070144|-704|16056|1636N
14052017|070146|-4532|11504|-8180N
14052017|070148|3540|15776|-572N
14052017|070150|-8148|9108|16292N
14052017|070152|-900|20092|-1112N
14052017|070154|1096|32284|8212N
14052017|070156|3912|15348|-4012N
14052017|070158|2380|16176|-908N
14052017|070200|4456|15348|2572N
14052017|070202|-1044|16280|-1812N
14052017|070204|-3068|15368|2704N
14052017|070206|-6320|7984|12844N
14052017|070208|-2492|9716|2628N
14052017|070210|4316|15748|-1056N
14052017|070212|3700|16076|-1208N
14052017|070214|-7500|8304|13060N
14052017|070216|-2436|14396|-6796N
14052017|070218|-752|13464|-1576N
14052017|070220|-4796|6368|17876N
14052017|070222|-988|15916|-1476N
14052017|070224|3004|16208|-1400N
14052017|070226|-13540|10324|2752N
14052017|070228|1764|15184|-7248N
14052017|070230|-5856|10552|7768N
14052017|070232|2380|16176|-908N
14052017|070234|2832|15976|-1516N
14052017|070236|-1676|16304|-428N
14052017|070238|-6460|9456|10624N
14052017|070240|-3824|17084|-368N
14052017|070242|-7344|6884|21032N
14052017|070244|-5964|6348|15404N
14052017|070246|-4644|16052|-1144N
14052017|070248|-600|16488|-112N
14052017|070250|-6864|6504|12860N
14052017|070252|-3580|12688|-6168N
14052017|070254|-704|16056|1636N
