05102016|193204|-312|200|16324
05102016|193206|0|0|0
05102016|193208|-328|176|16380
05102016|193210|-236|196|16428
05102016|193212|-220|184|16508
05102016|193215|-332|176|16428
05102016|193217|-380|224|16292
05102016|193219|-328|132|16312
05102016|193221|-272|208|16244
05102016|193223|-372|172|16344
05102016|193225|-372|256|16344
05102016|193227|-340|292|16176
05102016|193229|-364|324|16460
05102016|193231|-328|180|16412
05102016|193233|-392|148|16276
05102016|193235|-268|296|16352
05102016|193237|-356|132|16372
05102016|193239|-468|148|16344
05102016|193241|-320|200|16184
05102016|193244|-400|144|16224
05102016|193246|-512|244|16188
05102016|193248|-320|228|16308
05102016|193250|-348|148|16284
05102016|193252|-236|200|16328
05102016|193254|-556|132|16128
05102016|193256|-328|172|16332
05102016|193258|-320|108|16460
05102016|193300|-448|284|16416
05102016|193302|-360|228|16348
05102016|193304|-272|208|16372
05102016|193306|-332|172|16284
05102016|193308|-460|224|16480
05102016|193310|-1280|152|19804
05102016|193313|-248|240|16356
05102016|193315|-388|208|16416
05102016|193317|-176|216|16448
05102016|193319|-296|384|16460
05102016|193321|-216|180|16276
05102016|193323|-264|320|16212
05102016|193325|-180|296|16336
05102016|193327|-256|196|16372
05102016|193329|-232|320|16332
05102016|193331|-248|184|16372
05102016|193333|-256|136|16456
05102016|193335|-276|272|16480
05102016|193337|-376|124|16272
05102016|193339|-292|192|16324
05102016|193342|-308|204|16272
05102016|193344|-200|192|16372
05102016|193346|-272|188|16324
05102016|193348|-368|196|16332
05102016|193350|-432|208|16116
05102016|193352|-320|152|16232
05102016|193354|-204|228|16312
05102016|193356|-320|112|16348
05102016|193358|-356|188|16196
05102016|193400|-292|272|16316
05102016|193402|-492|216|16332
05102016|193404|-292|224|16320
05102016|193406|-312|208|16320
05102016|193409|-408|172|16488
05102016|193411|-276|312|16388
05102016|193413|-396|224|16316
05102016|193415|-380|204|16160
05102016|193417|-376|224|16084
05102016|193419|-272|264|16380
05102016|193421|-288|256|16252
05102016|193423|-352|140|16428
05102016|193425|-360|52|16064
05102016|193427|-332|284|16004
05102016|193429|-356|196|16452
05102016|193431|-300|80|16400
05102016|193433|-440|168|16280
05102016|193435|-316|212|16244
05102016|193438|-320|216|16380
05102016|193440|-224|228|16436
05102016|193442|-176|292|16396
05102016|193444|-340|348|16280
05102016|193446|-296|196|16324
05102016|193448|-404|192|16392
05102016|193450|-320|180|16292
05102016|193452|-240|260|16312
05102016|193454|-336|128|16556
05102016|193456|-256|176|16168
05102016|193458|-304|136|16284
05102016|193500|-320|152|16260
05102016|193502|-340|132|16200
05102016|193504|-384|276|16196
05102016|193507|-288|120|16428
05102016|193509|-352|140|16344
05102016|193511|-348|320|16216
05102016|193513|-332|260|16628
05102016|193515|-296|288|16348
05102016|193517|-396|224|16188
05102016|193519|-292|108|16336
05102016|193521|-228|192|16384
05102016|193523|-284|104|16268
05102016|193525|-460|256|16304
05102016|193527|-320|256|16124
05102016|193529|-448|236|16176
05102016|193531|-308|188|16180
05102016|193534|-332|364|16232
05102016|193536|-404|124|16220
05102016|193538|-456|224|16252
05102016|193540|-336|192|16384
05102016|193542|-376|156|16160
05102016|193544|-356|236|16388
05102016|193546|-376|252|16272
05102016|193548|-336|284|16232
05102016|193550|-208|228|16384
05102016|193552|-372|144|16340
05102016|193554|-284|236|16356
05102016|193556|-304|148|16468
05102016|193558|-340|120|16320
05102016|193600|-368|272|16344
05102016|193603|-144|248|16456
05102016|193605|-260|188|16296
05102016|193607|-280|256|16284
05102016|193609|-416|184|16324
05102016|193611|-288|212|16236
05102016|193613|-320|236|16300
05102016|193615|-312|268|16364
05102016|193617|-236|176|16200
05102016|193619|-484|260|16224
05102016|193621|-344|248|16400
05102016|193623|-300|216|16312
05102016|193625|-240|148|16268
05102016|193627|-328|100|16260
05102016|193629|-444|236|16244
05102016|193632|-352|204|16276
05102016|193634|-256|336|16512
05102016|193636|-488|176|16116
05102016|193638|-236|256|16196
05102016|193640|-224|188|16344
05102016|193642|-380|344|16292
05102016|193644|-420|144|16428
05102016|193646|-232|220|16180
05102016|193648|-224|176|16264
05102016|193650|-276|164|16392
05102016|193652|-376|252|16332
05102016|193654|-316|276|16244
05102016|193656|-360|140|16416
05102016|193659|-280|228|16368
05102016|193701|-332|72|16248
05102016|193703|-400|252|16260
05102016|193705|-368|176|16212
05102016|193707|-232|236|16452
05102016|193709|-416|128|16300
05102016|193711|-296|188|16216
05102016|193713|-248|228|16464
05102016|193715|-288|304|16396
05102016|193717|-312|264|16228
05102016|193719|-332|156|16232
05102016|193721|-292|172|16156
05102016|193723|-344|140|16336
05102016|193725|-392|124|16324
05102016|193728|-300|208|16312
05102016|193730|-304|128|16180
05102016|193732|-236|176|16264
05102016|193734|-308|248|16248
05102016|193736|-344|188|16168
05102016|193738|-344|192|16216
05102016|193740|-192|280|16280
05102016|193742|-160|264|16380
05102016|193744|-256|168|16280
05102016|193746|-396|204|16444
05102016|193748|-256|276|16240
05102016|193750|-384|212|16212
05102016|193752|-216|244|16232
05102016|193754|-372|212|16136
05102016|193757|-308|100|16232
05102016|193759|-268|248|16220
05102016|193801|-368|228|16144
05102016|193803|-408|128|16304
05102016|193805|-380|160|16236
05102016|193807|-344|192|16336
05102016|193809|-204|240|16240
05102016|193811|-156|240|16408
05102016|193813|-372|172|16400
05102016|193815|-260|220|16276
05102016|193817|-308|272|16168
05102016|193819|-232|212|16304
05102016|193821|-240|228|16236
05102016|193823|-488|252|16104
05102016|193826|-480|232|16232
05102016|193828|-260|184|16288
05102016|193830|-348|152|16240
05102016|193832|-324|144|16452
05102016|193834|16|164|16208
05102016|193836|-308|204|16348
05102016|193838|-300|252|16284
